location,transaction_count,total_amount,fraud_count
Port Danabury,1,89.86,0
Eileenberg,1,325.77,0
Lake Catherineville,1,1283.54,0
North Marc,1,91.92,1
Karenchester,1,1648.64,0
Walshchester,2,1951.97,0
Lake Shawn,1,191.44,0
South Anthonyport,1,6870.18,1
West Carmen,1,47.96,0
Melanieland,1,76.56,0
Joeburgh,1,200.11,1
South Josemouth,2,178.82,2
New Nicoleburgh,2,272.64,0
Greenchester,1,1282.65,0
Lake Candice,1,59.17,0
Longfort,2,144.99,1
Mcculloughtown,1,1508.36,0
Jasonhaven,1,25.61,0
Bruceport,2,630.04,0
South Ruth,1,91.79,1
Kathleenmouth,2,558.69,0
West Faithberg,1,31.12,0
Lake John,1,277.27,0
East Brian,5,4401.81,0
North Kristenville,1,351.96,0
New Wendyberg,2,503.62,0
Beckmouth,1,415.04,0
North Jamie,2,189.25,0
North Brian,2,714.64,0
Robinberg,1,425.45,0
Mendozaborough,1,1887.17,0
Lake Bethany,3,640.58,0
Port Kristin,2,2429.63,0
Snydermouth,2,332.36,0
Khanhaven,1,2141.83,0
Amberview,1,320.23,0
Lake Anthonyview,1,413.22,0
Nealland,2,2828.04,0
South Kirkmouth,2,719.35,0
South Scottville,3,918.24,0
Owenport,1,162.30,1
Sethshire,4,2124.00,0
Vanceshire,3,105.75,0
Lake Kylefurt,1,1689.70,1
New David,1,2237.51,0
East Derrickfort,1,448.88,0
Audreychester,1,107.37,0
Stephensborough,2,3492.73,0
North Debbiefurt,3,261.21,0
Castilloland,3,248.85,0
Wallaceland,3,1207.62,3
South Aaronchester,2,33.76,0
North Kristin,1,49.90,0
West Kristastad,1,58.94,0
Anthonymouth,3,298.52,1
East Robert,1,256.21,0
South Georgeville,1,94.44,1
Lake Maria,8,4307.70,1
South Amy,3,225.17,0
Wardchester,1,151.61,0
New Michaelmouth,2,5663.82,0
Ashleyview,4,3689.59,0
North Hollyville,2,633.91,0
Brownton,3,15081.13,2
Collierfort,1,101.14,0
Jenkinsmouth,4,2453.16,0
Jeffersonland,1,52.21,0
Noahchester,3,74.99,0
Port Meghanport,1,41.13,0
South Marcoborough,2,211.24,0
North Ericashire,1,9303.68,1
East Markborough,3,634.05,0
East Benjamin,4,2413.63,0
Port Erinborough,3,4.14,0
Scottland,2,3324.50,0
South Robin,3,57.17,0
West Mauriceton,2,517.46,2
West Davidfurt,1,2673.06,0
Fernandoburgh,1,1877.12,0
Lewiston,6,207.84,1
East Richardport,2,1628.21,0
East Ashley,4,399.73,0
South Gina,1,0.01,0
Aliciachester,1,316.69,0
West Suzanne,3,454.28,0
Robinsontown,1,72.10,1
Joyceshire,1,76.55,0
Johntown,6,2796.00,0
Kaylafort,3,1046.99,0
Susantown,2,73.95,0
West Vicki,3,214.43,0
South Heather,2,282.66,0
Castilloberg,1,47.25,0
Port Robertshire,1,3162.86,0
New Vanessafort,1,432.60,0
South Phillip,1,146.97,0
East Troyburgh,1,54.97,0
Edwardsfurt,4,918.11,0
Nicoleton,1,59.05,0
Aaronstad,1,1141.00,0
Barberhaven,3,56.30,0
East Aliciaport,3,1166.44,0
Port Rubenside,1,70.46,0
East Nataliefort,1,256.78,0
New Angela,3,661.78,1
West Elizabethport,1,342.99,0
Lake Wesleyberg,1,439.95,0
Carlosville,6,214.56,0
Garystad,1,82.01,0
Morganhaven,1,574.35,0
Port Gloria,4,2142.22,0
New Michaelhaven,1,80.59,0
Emilytown,3,15441.92,2
Jefferyburgh,1,92.78,0
Barbaratown,1,1348.14,0
Loveburgh,1,470.52,0
Nicolemouth,1,1890.84,0
Lake Adrian,2,558.92,0
East Tammie,1,2587.87,0
South Deannashire,2,121.15,0
New Davidland,4,6432.24,3
Vargasberg,1,312.47,0
East Williamberg,1,455.38,0
Garrettville,1,166.28,1
Jacquelineton,1,102.89,0
Thomasshire,5,180.62,0
South Brianport,1,53.86,0
Larsonbury,1,174.75,0
North Andrewshire,1,51.38,0
New Jamiemouth,1,2548.18,0
Port Sharon,3,17948.45,3
South Anthony,1,392.01,1
Lake Rebeccaville,1,1176.78,0
Port Jasonberg,3,224.58,0
Youngstad,3,46.34,0
North Angelaside,2,498.26,0
West Sean,1,262.31,0
South Jesusshire,3,298.06,0
Tommyburgh,1,332.78,0
Lake Elizabethshire,5,1312.46,0
New Samanthaburgh,1,315.33,1
Erikafort,4,361.02,0
East Marissa,1,270.85,0
East Tinafurt,4,78.69,0
Parkerport,1,2476.50,0
South Stevenbury,1,186.86,0
Lake Laurafurt,1,27.37,1
Buckleyside,1,16.66,0
Millerton,1,282.16,0
Edwardsberg,5,5815.70,0
Joelberg,2,321.51,0
Sabrinaberg,1,31.03,0
New Michaelview,1,99.11,1
Port Matthewberg,6,732.14,0
Ryanburgh,2,4016.27,0
Port Andrewchester,1,67.04,1
South Kyle,1,360.77,1
Jenniferhaven,1,1057.27,0
North Richardside,1,77.57,0
Theresatown,4,403.39,0
North Alexandermouth,2,2576.92,0
Haynesburgh,4,1922.55,0
Tuckershire,1,1464.01,0
Lake Derek,4,268.25,0
New Timothy,1,104.81,0
Kirstentown,1,68.43,0
New Alex,1,499.69,0
New Christine,3,5213.13,0
East Danielmouth,2,853.28,0
Leefort,2,2517.65,1
New Kevinberg,1,497.53,1
New Joshuaborough,1,65.06,1
Kathrynmouth,2,45.19,0
Aprilfort,1,263.89,1
Markchester,1,2271.02,0
Port Lauramouth,1,104.14,0
North Reginamouth,5,282.86,0
New Ashley,1,93.91,1
Gutierrezmouth,1,304.53,0
Kingland,3,408.48,0
Bethside,1,2348.20,0
Frankberg,1,287.60,0
New Bryceville,1,64.04,1
Edwardburgh,4,265.82,0
East Lindaland,1,1798.32,0
Meganside,1,231.76,0
Maryfurt,1,1357.62,1
Sabrinaton,5,2492.65,0
Stephenfort,1,277.73,0
Bridgetfurt,4,485.53,0
Robertborough,1,52.97,0
Thomasburgh,1,51.05,0
Lake Oliviaborough,6,1082.67,0
Jenniferchester,2,349.90,1
Shaneville,1,1197.49,0
Lake Davidville,1,98.33,1
Josephside,1,313.71,0
Anthonystad,3,154.42,0
South Laurenmouth,1,53.52,0
Port Kristen,3,6896.14,0
Johnsport,2,498.71,0
East Katherineshire,2,140.08,0
Port Joshualand,4,879.48,0
Ericborough,2,177.77,0
Nicholeville,5,391.57,0
Lauramouth,2,4449.92,0
Carrilloport,1,208.39,0
Lopezland,13,5496.02,0
Schwartzfurt,3,185.18,0
Lindastad,1,100.76,1
East Ronnie,1,38.68,0
Port Jasonmouth,1,46.98,1
Dianetown,1,2407.77,0
East Juliechester,2,117.43,2
Clarkside,1,971.35,0
Port Thomashaven,1,156.90,0
Cameronborough,5,1872.87,0
West Stacy,1,483.71,0
North Johnmouth,3,153.12,0
Ninaport,6,2401.41,0
West Amandaburgh,4,1153.93,0
Waynestad,1,35.05,1
New Melissa,1,248.07,0
Sandramouth,1,149.09,1
Justinburgh,1,247.76,0
Jacobsmouth,1,167.72,1
Derekberg,2,915.98,0
North Michelletown,3,111.67,0
East Brianberg,2,319.48,0
New Jefferystad,1,2566.71,0
"New Mario, Romania",1,467.08,1
Ibarrafort,4,26566.78,4
West Timothyshire,1,67.77,1
Rayton,1,0.01,0
Lindahaven,2,1477.04,0
Martinside,1,83.07,0
Hernandezburgh,1,1685.66,0
Port Renee,1,60.78,0
West Angela,4,1293.48,0
Michaelview,9,16576.74,1
New Joe,2,859.42,0
Edwardschester,1,520.64,0
East Keithport,1,77.12,0
Marietown,1,305.71,0
Wileyland,1,687.84,1
Butlerfort,1,4573.91,0
Lake Christine,3,254.58,0
Wendyville,1,339.40,0
West Jasonchester,3,754.57,0
North Douglasbury,1,2306.85,0
Bakerville,1,4154.89,0
Joelhaven,1,170.79,0
Parksport,2,3723.68,0
Normaburgh,3,8474.04,0
Hollyside,1,113.84,1
East Brianton,1,53.68,1
South Philip,1,3280.75,0
Ortegatown,1,6082.83,1
Stevenberg,1,361.25,0
Bradton,1,475.47,0
New Christinaton,1,92.78,0
Stokesmouth,1,1775.76,0
East Justinmouth,1,6.02,0
Dakotaville,1,721.49,0
Kimberlyborough,2,294.91,0
Kristinatown,1,64.48,1
Rodriguezton,1,42.74,0
Port April,1,722.07,0
Robertfurt,2,172.25,0
Randyton,1,70.19,0
West Lisabury,1,2239.75,0
West Timothyton,5,201.16,0
Maryton,7,9904.56,0
Stephanieshire,2,996.51,0
East Adrienne,1,82.42,0
Port Heatherburgh,2,51.84,0
Kennethland,2,16385.52,2
East Thomas,2,147.07,1
West Jennifer,1,257.75,1
Skinnerton,1,516.86,0
New Reginaldburgh,1,282.39,0
East Davidmouth,1,161.22,0
North Jeffreyhaven,1,72.32,0
Cunninghamstad,5,6103.38,0
Brittanyview,2,143.65,0
Simonfurt,2,223.31,0
Mcclainland,5,192.28,0
Lake Scottport,1,467.86,0
Huntbury,1,59.98,0
Carlosmouth,4,1202.22,0
Sawyershire,2,165.21,0
Derekfurt,2,5449.43,0
Gordonfurt,1,61.51,0
North Williamland,1,3856.75,1
Medinaland,1,2870.27,0
Schmidtmouth,1,1095.69,0
South Yvonnebury,1,1475.77,0
Lake Pamelachester,2,141.13,0
Port Louis,2,194.07,0
New Elizabethton,1,138.64,0
New Kristentown,1,28.84,0
Tylerside,3,699.49,1
North Stephaniestad,1,3213.17,0
Nicholasmouth,2,1757.76,0
East Paul,2,7458.84,2
Zacharystad,2,38.51,0
Joshuaborough,2,135.90,0
North Jamesview,1,59.15,0
North Tiffanyville,1,2942.56,0
Mindybury,1,79.59,1
Cookville,1,203.26,0
Deannahaven,1,2143.04,0
New Kristine,1,210.42,1
North Thomasfort,2,1387.63,0
Port Elizabethbury,1,463.54,1
Nancychester,3,42.05,0
West Gabriel,2,696.00,0
Kimberlyport,3,1542.99,0
Cindymouth,1,3111.72,0
Lake Valerie,1,370.05,0
Villegasside,1,275.57,0
Travisburgh,1,270.70,0
West Kyle,2,498.29,0
West Karinamouth,1,61.49,0
East Anthonyfort,1,2000.99,1
East Lisachester,4,330.28,0
North Katherine,1,42.32,1
New Justinmouth,1,395.82,0
Darrellside,1,153.31,1
Obrienhaven,3,363.52,0
Randybury,4,1429.17,0
Harperton,1,61.32,0
Lake Georgeview,9,670.65,0
Lynnburgh,2,149.41,0
New Zachary,6,1311.96,0
Melindaland,1,281.24,0
East Amber,1,2320.24,0
West Cheryl,1,1250.74,0
Johnsonville,5,3826.84,1
South Rodneymouth,1,35.51,0
New Edwardland,1,1931.21,0
West Clinton,2,143.45,0
New Tracy,1,337.59,0
Jermaineside,1,466.99,1
Oliverland,1,5438.25,1
North Christine,3,7938.49,0
Fredericktown,1,450.12,0
West Tammyland,1,39.07,0
Danielleport,1,28.68,0
West Lynnmouth,1,262.91,0
East Nicole,2,908.86,2
Smithport,6,3026.38,1
Robertsberg,1,486.16,0
Port Zachary,1,1057.35,0
Port Wendyland,3,1327.74,0
South Lisaborough,1,1252.40,1
Diamondville,1,24.57,0
East Tinatown,1,108.08,0
Frankfort,1,42.55,0
Port Stephanietown,1,167.84,1
Port Brian,3,2671.60,0
Miabury,5,272.75,0
Valenzuelaview,1,68.78,0
Harringtonmouth,3,192.63,0
Shannonton,4,760.53,0
Parkerborough,4,1497.48,0
Lake Aaronmouth,4,325.45,0
Robinsonborough,1,81.81,1
Barkerberg,1,179.10,0
Castilloborough,3,987.69,0
Lake Williamchester,1,410.79,1
Patriciabury,1,88.91,0
Michaelfurt,2,158.53,2
Grayside,1,5868.66,1
Foleymouth,1,195.83,0
Fletcherhaven,2,385.43,2
Hensleyville,1,746.12,0
West Jacobville,2,41.83,0
North Allen,1,0.01,1
Robertsburgh,1,485.67,0
South Jimmy,2,915.14,0
Andrewmouth,1,174.09,0
Newtonfurt,4,6248.33,0
Brianfort,2,1029.39,2
Jonesstad,2,154.06,0
Walkermouth,1,11.84,0
Valerieshire,1,995.65,0
Jonesshire,3,90.33,0
Jonesfurt,2,1098.58,0
Martinezview,5,401.76,0
Port Christopherstad,1,128.59,0
Lesliehaven,1,173.95,0
Port Katherinechester,1,9.39,0
Amandatown,1,305.09,0
West Kristin,1,695.85,0
Manningville,1,4671.16,0
Port Oscarbury,1,265.23,0
Lake Tammymouth,1,144.18,0
Delgadobury,1,243.80,0
Foxbury,1,17.97,0
New Melanieview,1,351.93,0
East Troyton,1,4253.75,0
Port David,8,14147.72,4
Hernandezstad,2,882.69,1
Sandraport,4,1254.54,0
Morenochester,3,4984.47,0
Port Bethany,2,185.68,0
North Marcus,2,999.04,0
West Stephen,1,364.86,1
Dianaport,3,1203.37,0
Port Carrie,1,61.75,1
Autumnbury,1,4711.03,0
Kelleyport,1,227.91,0
Ethanstad,1,99.63,0
West Anthonyton,1,374.79,1
Bethport,1,32.67,0
North Catherine,2,26.81,0
Gonzalezville,1,218.37,0
South Allenmouth,1,2850.31,0
New Amandatown,4,241.53,0
Susanborough,1,67.44,1
West Paula,2,1049.02,0
Port Kelly,3,6321.47,0
South Andrewhaven,1,355.74,0
New Susanchester,1,98.94,0
West Brianfort,1,452.63,0
Kochberg,2,167.58,0
Port Kimberly,1,237.47,0
Debramouth,2,504.45,0
North Aliciaport,2,4914.52,0
South Scott,2,579.71,1
Joannview,2,60.73,0
Davismouth,6,145.14,0
Lake Michaelberg,1,50.43,0
Christopherport,7,2064.49,0
Conradport,3,755.85,0
South Keithville,1,39.40,0
Greenview,1,315.19,0
South Steven,1,326.35,0
Kristinland,1,406.90,0
South Patrickland,1,226.08,0
Andersonview,1,85.99,0
East Stephanieville,2,188.59,0
Ayersborough,5,169.71,0
Gainesmouth,1,42.54,0
Julieville,1,2188.48,0
West Michaelchester,2,1138.13,0
West Haleyville,1,82.66,0
West Kathy,1,388.91,0
Jessicamouth,7,2634.17,0
South John,7,2267.56,2
South Robertside,1,101.46,1
West Joanville,1,58.64,0
Brittanyland,3,615.63,0
Lake Timothy,4,2288.46,0
Markfurt,5,1332.43,0
South Wesleyville,8,3015.10,0
Russellstad,4,857.16,0
Clayhaven,1,1150.21,0
Oneillland,1,437.04,0
West Katherine,1,50.10,0
New Lindabury,2,782.42,0
Tarashire,5,462.33,0
Judithmouth,1,73.69,1
Port Jamie,1,353.08,0
Kirktown,1,13.22,0
Powellview,2,138.22,0
South Jeremybury,1,181.80,1
Jenniferborough,4,372.27,0
South Stevenland,5,2395.64,0
Lopezburgh,2,1356.29,0
Lake Alexanderview,3,320.50,0
East Lisaland,4,1245.76,0
East Stephenhaven,1,8103.35,1
South Paula,1,60.41,1
Victorfort,1,429.07,0
Port Amy,6,12956.54,1
New Luis,1,18.77,0
North Amandachester,1,111.05,0
South Bryan,2,409.92,0
Mendozatown,2,819.35,0
South Nicholas,2,3033.97,0
New Crystal,5,583.06,0
New Kellie,1,7795.70,1
Lake Felicia,1,1842.07,0
West Emilyshire,2,697.72,0
Walshmouth,4,66.59,0
Billhaven,1,162.05,0
Martinezburgh,1,34.54,0
Lake Roger,2,475.61,0
Kathleenview,1,419.05,0
Reyesberg,4,213.19,0
South Jessicaside,1,74.40,1
New Karenmouth,1,96.83,0
South Richard,1,116.77,0
New Deannafurt,1,51.67,0
Lake Andrewside,1,815.58,0
Brianchester,2,471.67,1
Masonborough,2,831.49,0
South Joyfort,1,41.65,0
Davidport,1,76.82,1
Lake Amandaville,1,422.08,0
Peterhaven,3,868.72,0
Dorothyfurt,1,99.25,0
New Glenda,1,48.89,1
Port Andrewborough,1,122.86,0
New Kara,2,128.91,0
Port Wesleyshire,2,204.27,2
Mathewsshire,3,241.53,0
Port Ashley,1,48.56,0
Floresbury,3,951.63,0
Nealhaven,2,178.87,0
Cameronview,1,99.01,0
Port Thomasburgh,2,110.27,0
Clarkhaven,1,179.89,1
West Elizabethmouth,1,2244.81,0
New Ryanville,1,283.24,0
Riceport,1,84.03,0
Doyleberg,1,2713.94,0
Simpsonchester,1,180.98,1
Aprilland,3,12039.27,2
Brianmouth,1,27.01,0
North Joshuaberg,1,74.30,1
Richardport,3,157.45,0
Port Elizabeth,7,1921.50,0
Thomastown,5,13742.82,3
Cainton,3,546.21,0
Stephensville,2,652.19,0
Port Jeffreymouth,1,4.63,0
Cartermouth,1,89.77,0
Huntertown,1,476.10,0
Johnsonview,7,2110.86,1
Shannonfort,2,923.48,0
New Elizabethmouth,4,1001.53,0
New Jerrymouth,1,6728.23,1
East Timothy,1,886.87,0
Lake Barbarahaven,1,339.56,0
East Chris,2,358.00,0
West Michael,9,10581.09,1
Guzmanton,1,4184.61,1
Jessicaland,5,423.69,0
Elizabethshire,7,2122.78,0
Wendyshire,2,165.11,0
Kennethville,1,49.89,1
Billyfort,2,159.80,0
Angelachester,1,2628.20,0
Annton,2,42.27,0
Port Chad,1,272.78,0
South Melvin,1,412.41,0
Mirandatown,1,9.02,1
Wagnerbury,1,52.71,1
Port Keith,2,557.96,0
New Michael,6,2727.92,0
Martinhaven,1,151.74,0
Warrenberg,1,433.93,0
Patrickhaven,1,1311.45,0
South Paulport,4,372.11,0
Port Jill,6,482.93,0
Allenmouth,1,179.37,1
Russellview,2,851.22,0
Tammyview,1,104.47,0
Sharonfort,1,438.07,0
Hoside,1,452.94,0
North Denisefort,1,2988.64,0
Petershaven,2,825.76,0
Lake April,1,12.72,1
Everettside,1,75.21,0
Williamton,1,1410.66,1
Chadburgh,7,2087.96,0
West Bradley,1,72.12,1
Hollyberg,2,197.57,0
East Karamouth,2,752.93,0
West Abigailland,2,28.15,0
Paultown,3,1276.38,0
West Travis,1,379.75,0
Brockville,2,78.92,0
Jeffreyview,1,187.38,0
Petersborough,3,1369.24,0
Annachester,1,140.59,0
Lake Kimberlystad,1,314.84,0
Lake Stevenfurt,6,27938.82,1
South Devon,3,18265.62,2
Leahshire,1,85.45,0
Boyerside,1,21.37,1
Ashleyville,2,1179.21,0
Willieview,1,51.36,1
Brianbury,4,1020.22,0
Brianhaven,5,1322.89,0
Ruizland,7,1738.04,0
Grayborough,2,489.60,0
Richville,2,186.39,0
Hornview,1,28.18,0
West Stephanieberg,3,689.12,0
Port Tracey,1,74.57,0
New Darryl,7,17929.34,0
Hornborough,5,2079.90,0
Jefferyfurt,1,381.81,0
Caldwellmouth,1,2187.01,0
South Michael,18,8302.36,1
Matthewhaven,6,2295.66,0
Stephanieview,4,3803.95,0
Annaport,1,61.59,0
North Williammouth,1,79.30,0
North Jeremytown,1,38.44,0
Jacobland,2,33.84,0
Kellyshire,1,112.71,0
Jamesshire,1,288.52,0
Hendersonmouth,1,165.72,0
Jacksonborough,1,439.78,0
Gregoryside,1,25.20,1
South Margaretmouth,1,66.44,0
North Ian,2,514.76,0
Garciaport,2,2529.08,1
New Katherineborough,1,285.09,0
Welchstad,1,29.87,1
West Kim,1,54.82,0
East Hector,3,396.41,1
West Emilymouth,2,761.51,0
North Sandrabury,1,1089.13,0
Luischester,2,263.93,2
Haleburgh,2,171.70,2
West Allison,1,404.44,0
South Marvin,1,88.36,0
Matthewtown,1,54.35,0
Parkermouth,1,503.10,0
South Maryfurt,1,237.07,0
East Marcus,1,277.20,0
Port Jenniferborough,2,3669.35,0
Dylanton,1,256.11,0
Kristastad,3,792.56,0
East Jenna,1,125.98,0
West Nicholas,2,508.29,0
North Angela,3,1271.81,0
Brandonchester,1,394.40,0
Dicksonshire,3,2849.03,0
Zacharyton,4,102.13,0
South Ashley,2,306.35,0
Tanyastad,1,526.54,0
New Kevinshire,1,386.91,1
Carsonberg,1,73.34,0
Kimland,3,693.60,0
Port Alexander,1,5105.24,1
Reyesstad,3,3335.11,0
Robertview,1,75.41,0
Montgomerybury,1,3103.15,1
Kylefurt,1,36.63,0
Markshire,5,302.54,0
Jakefurt,1,409.72,0
Ashleyborough,1,347.76,0
Wattsview,2,685.00,0
North Patrickfort,1,298.26,1
Port Lorifort,1,86.14,1
Clementsborough,2,335.50,2
Vanessabury,1,387.78,0
Nelsonville,1,95.56,0
Lake Dustinside,2,55.07,0
West Ann,3,5210.31,0
Sandersville,1,77.82,0
Payneville,5,2611.25,0
Lake Alanmouth,3,1080.45,0
Lake Josephmouth,1,342.86,1
Michaelhaven,4,2393.29,0
North Vickifurt,1,372.29,1
North Kristi,1,2689.41,0
Lake Sarahborough,2,5481.99,0
Lindseyview,5,334.49,0
Cynthiastad,1,200.67,0
Brownstad,3,12199.05,2
Blanchardmouth,1,72.93,0
Jasonberg,1,22.64,0
Steventown,3,16353.32,3
South Rebeccaville,2,229.79,0
Fordmouth,1,243.58,0
Bakerfurt,1,124.59,1
East Annefurt,3,9281.94,0
New Stevenhaven,1,56.52,0
Port Christinaland,6,1179.08,0
Robbinsfurt,3,1044.76,0
Krystalside,1,169.31,0
Pottston,1,182.36,0
Annettestad,1,479.42,0
South James,6,1052.25,1
Cynthiabury,1,39.73,0
East Angela,5,5853.95,0
Lake Daniellemouth,1,418.58,0
Alvarezburgh,2,660.01,2
Port Laurenmouth,1,18.86,1
Martinezmouth,2,62.94,0
New Wendy,2,10.36,0
Tracyport,6,12146.20,1
Port Russelltown,1,365.97,0
Alexanderborough,3,279.68,0
Castroshire,1,456.18,0
Joseborough,1,7106.26,1
South Amber,3,1286.95,0
Longburgh,1,73.61,0
Lopezmouth,2,365.42,0
South Thomas,5,705.27,0
Lake Bobbytown,1,236.15,0
Port Sarahfort,2,3682.23,0
Solomonmouth,3,1157.40,0
West Frankhaven,2,501.72,0
Patriciaview,2,37.30,0
Christopherville,1,392.60,0
Taylorstad,1,941.88,0
Dennisside,1,2678.39,0
North Noahfort,1,3366.86,0
West Sheila,1,2357.45,0
South David,2,443.45,0
West Joyce,1,238.98,0
Abbottburgh,1,352.41,1
Wolfchester,1,413.91,0
Donaldshire,2,379.02,0
Pamelashire,1,558.45,1
Stephenmouth,1,104.25,0
Vincentbury,1,63.86,0
West Dawnmouth,3,215.62,0
South Sandra,4,1344.37,0
Lorifort,2,1015.24,0
West Miranda,2,47.13,0
Reneeview,4,524.75,0
South Sharon,1,219.63,0
Port Kurt,1,2539.48,1
Lake Melissafort,1,216.82,1
Lake Stephanietown,2,219.24,0
South Joanstad,1,77.57,0
Reginashire,3,917.70,0
East Adamhaven,2,266.48,0
New Linda,1,200.50,0
Lake Tammyport,3,1245.08,0
Barberberg,2,9205.50,1
Alyssatown,2,185.30,1
Lake Tanyaville,1,1613.79,0
Kellyburgh,1,20.62,0
Terrychester,1,86.82,1
West Mercedes,7,8598.63,1
Goodview,2,696.45,0
Boydstad,2,844.38,0
Larsonberg,1,222.35,1
Goodwinshire,1,5346.24,1
South Tommy,1,741.75,1
East Margaretstad,2,544.35,0
Port Daniel,3,915.81,2
Deanside,1,131.97,0
Jodifurt,1,82.04,0
West Vanessa,2,36.21,0
Julieberg,5,198.83,0
Port Crystalburgh,1,13.30,0
Youngside,2,283.14,0
Rachelshire,5,102.98,0
Quinnview,1,296.48,0
Port Isaiahmouth,1,17.69,0
Jackieside,1,99.89,0
Carpenterville,4,268.38,0
Johnsonborough,1,43.63,0
Navarroview,2,5850.57,0
Adkinsfurt,2,207.20,0
East Tanyamouth,1,3.94,0
North Thomasport,1,55.85,1
West Benjamin,1,86.35,0
Claytonfurt,1,299.25,1
East Melissabury,3,132.87,0
West April,1,398.09,0
North Anthony,4,36259.63,3
Mcfarlandstad,1,41.14,0
New Brianberg,1,689.69,0
Lake Jessicastad,3,1723.15,0
Lake Kylehaven,1,544.63,0
South Barbara,1,86.87,0
Michelleton,2,363.85,0
Gregorychester,1,176.69,0
New Ryan,4,11263.95,1
North Whitney,1,215.68,1
Lake Mark,3,1453.21,1
Marthahaven,1,304.05,0
Port Nicolechester,3,206.94,0
Port Jacob,1,272.70,0
Weberberg,6,5299.80,0
Port Williamville,1,52.63,0
Zhangmouth,1,246.84,0
Ashleybury,1,2468.01,1
Blairmouth,1,3452.02,1
Rogersborough,1,2013.28,0
Robertsborough,3,734.73,0
Willisstad,1,394.41,1
North Chelseyview,4,242.76,0
West Patricia,1,2915.11,0
New Jenna,3,3823.22,0
Lake Gerald,1,51.95,0
West Andre,1,131.22,0
Kleinville,4,245.89,0
Boothmouth,1,337.92,0
New Brittany,2,61.21,0
Carlastad,2,1660.11,0
New Sarahstad,1,7.67,0
Juarezburgh,4,8287.50,0
West Stephaniefort,2,14949.79,2
South Michaelland,1,166.02,1
Port Briannatown,1,33.02,0
South Justinfort,1,143.39,0
New Jacobmouth,2,976.29,2
New Sharonton,1,189.08,0
Davisland,1,125.88,1
East Sherrifurt,1,495.83,0
West Alexisside,2,574.33,0
Paigeview,1,112.29,0
South Omarport,1,4.19,0
Vegahaven,2,4896.90,0
Alexafurt,1,239.61,1
Connorhaven,4,7609.24,0
Singletonburgh,1,263.92,0
Lake Tonyamouth,1,2119.60,0
North Robert,7,1711.77,0
New Davidburgh,1,4689.21,0
West Karina,1,2476.19,0
Lake Timothybury,6,538.62,0
South Stacy,2,141.43,2
South Rhondabury,1,76.28,0
West Lisa,3,197.67,1
Johnview,2,466.44,0
Justinville,1,2297.19,0
Nashbury,1,1443.55,0
West Janice,1,1017.76,0
Kathleenbury,3,236.67,0
East Jacquelineshire,2,143.49,0
Bakermouth,3,742.47,0
Briggsborough,1,85.01,0
West Stacey,3,52.04,0
East Mariafurt,2,4873.94,0
"Gonzalesstad, Ukraine",1,216.68,1
Sophiastad,1,219.87,0
East Brittany,4,4818.94,0
Romeroberg,2,297.84,0
North Bradleyburgh,1,153.78,0
South Coreymouth,1,1926.72,0
Ericport,3,584.50,0
Lake Jasonmouth,1,454.42,0
South Edwardstad,1,59.32,0
Whitetown,6,7728.42,0
Port Christopherport,1,2268.69,0
Bryantfort,4,7188.78,0
East Andreafurt,1,60.48,0
Newtonview,2,160.09,0
West Matthewton,1,244.85,0
Hollyfort,2,791.40,0
New Timothyshire,1,91.99,1
Mitchellstad,2,192.89,0
Lake Melissa,1,352.22,0
Maxwellmouth,3,1051.02,0
Port Paulmouth,1,184.33,0
Yolandafurt,1,31.78,0
Hahnfurt,1,450.86,0
Port Jenniferfort,2,1110.15,0
Simmonstown,1,1639.31,0
West Jerry,1,1796.40,1
West Michelle,1,111.66,1
New Tommy,1,227.49,0
Lindseyfurt,2,21.68,0
West Amanda,1,988.25,0
Grayland,2,1872.11,0
Bucktown,1,45.57,0
Thompsonmouth,1,176.85,0
New Rebeccashire,1,1603.44,0
Brandonborough,1,357.93,0
Adamshaven,3,1281.37,0
Ronaldshire,1,210.87,0
New Richard,2,78.53,0
Matthewshire,1,220.45,0
East Margaret,3,876.94,0
Orrmouth,1,314.99,1
Miguelton,1,272.38,1
Lake Amanda,2,415.87,1
East Christopher,4,1430.93,2
East Charles,2,618.81,2
South Jon,1,283.72,0
South Donaldmouth,5,517.17,0
East Danielside,3,214.37,3
Joseside,3,224.37,0
East Elizabethland,1,7664.14,1
Lake Chasestad,3,3351.27,0
Lake Joshuamouth,1,2232.41,1
Staffordmouth,1,4650.41,0
West Bethany,1,66.28,0
Williamston,4,769.76,0
Greerstad,1,672.13,0
East Cynthiaberg,2,535.61,0
Lake Andrewview,4,1582.86,0
Burkemouth,1,211.79,0
North Candiceshire,2,5534.97,0
Jamiechester,4,12063.38,0
Harristown,1,8003.33,1
Jodibury,4,87.00,0
Stoneborough,2,124.13,0
North Kathryn,1,313.01,0
Goodmanmouth,4,22956.64,4
New Kristin,3,1215.81,0
Lake Jamieland,2,48.82,0
New Nathan,1,340.99,0
Port Spencertown,1,494.63,0
Lake Samanthachester,1,400.76,1
Henrytown,2,42.51,0
New Johnmouth,2,399.30,0
New Terri,6,271.80,0
New Tylershire,2,1953.07,0
South William,4,997.28,0
East Victoria,1,4171.08,0
Derekhaven,1,149.52,0
New Amanda,2,2419.07,0
New Jenny,2,540.95,0
Lake Brandi,1,2399.58,0
Yorkville,1,13.30,0
Lake Jeremiah,1,12.80,0
Brianshire,1,1121.52,0
